hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset retweets_hashtag_freqs.tsv
abpse	118166719	.624242	.000309	.000495	1	3227	9	18162
abrahamaccords	578601744	1.872727	.000309	.000165	1	3227	3	18162
abudhabi	1308267623327518725	1.872727	.000309	.000165	1	3227	3	18162
acab	118166719	.802597	.000309	.000385	1	3227	7	18162
academyawards	118166719	5.618181	.000309	.000055	1	3227	1	18162
accessory	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
acloserlook	1921951394	11.254545	.000619	.000055	2	3227	1	18162
acmawards	614600545	2.809090	.000309	.000110	1	3227	2	18162
act	1387010761994682371	3.751515	.000619	.000165	2	3227	3	18162
actoffraud	1387010761994682371	5.630303	.000929	.000165	3	3227	3	18162
actonw3	29447428	5.618181	.000309	.000055	1	3227	1	18162
actors	45379403	5.618181	.000309	.000055	1	3227	1	18162
ada	1387010761994682371	5.630303	.000929	.000165	3	3227	3	18162
adenovirus	29447428	2.809090	.000309	.000110	1	3227	2	18162
adhd	118166719	1.123636	.000309	.000275	1	3227	5	18162
adulting	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
aeroflot	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
affordable	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
afghanistan	578601744	.375050	.000929	.002477	3	3227	45	18162
aflcia	45379403	5.618181	.000309	.000055	1	3227	1	18162
afl_cio	45379403	5.618181	.000309	.000055	1	3227	1	18162
africa	1387010761994682371	.936363	.000309	.000330	1	3227	6	18162
aft	45379403	5.618181	.000309	.000055	1	3227	1	18162
afterlife	29447428	1.689090	.000929	.000550	3	3227	10	18162
afterlife3	29447428	3.585123	.002169	.000605	7	3227	11	18162
afternoonbriefing	2886667320	.661324	.000619	.000936	2	3227	17	18162
agedcare	2886667320	1.407954	.001239	.000880	4	3227	16	18162
agenda2030	1387010761994682371	3.751515	.000619	.000165	2	3227	3	18162
agentsofshield	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
age_of_deities	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
agriculture	1387010761994682371	2.813636	.000619	.000220	2	3227	4	18162
ahmaudarbery	614600545	1.535537	.000929	.000605	3	3227	11	18162
air	1308267623327518725	5.627272	.000619	.000110	2	3227	2	18162
airandground	614600545	5.618181	.000309	.000055	1	3227	1	18162
airbnb	614600545	1.872727	.000309	.000165	1	3227	3	18162
aircanada	118166719	2.809090	.000309	.000110	1	3227	2	18162
airdrie	118166719	5.618181	.000309	.000055	1	3227	1	18162
aish	118166719	2.809090	.000309	.000110	1	3227	2	18162
alaqsa	804582780298412032	.591778	.000619	.001046	2	3227	19	18162
alberta	118166719	.351627	.000929	.002642	3	3227	48	18162
albertans	118166719	1.872727	.000309	.000165	1	3227	3	18162
albo	2886667320	2.111363	.000929	.000440	3	3227	8	18162
albo4pm	2886667320	.661324	.000619	.000936	2	3227	17	18162
alboforpm	2886667320	.717664	.005887	.008203	19	3227	149	18162
aldgate	29447428	5.618181	.000309	.000055	1	3227	1	18162
aldi	29447428	5.618181	.000309	.000055	1	3227	1	18162
aleppo	578601744	1.123636	.000309	.000275	1	3227	5	18162
alert	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
alexandermalofeev	45379403	5.627272	.000619	.000110	2	3227	2	18162
alhol	578601744	5.618181	.000309	.000055	1	3227	1	18162
allcolorsallculturesallcreeds	29447428	5.618181	.000309	.000055	1	3227	1	18162
allthehappysmiles	118166719	5.618181	.000309	.000055	1	3227	1	18162
almaty	578601744	1.404545	.000309	.000220	1	3227	4	18162
alp	2886667320	.936363	.000309	.000330	1	3227	6	18162
alpacas	614600545	2.809090	.000309	.000110	1	3227	2	18162
alqaeda	45379403	5.627272	.000619	.000110	2	3227	2	18162
als	302984766	1.872727	.000309	.000165	1	3227	3	18162
alternativefacts	578601744	5.618181	.000309	.000055	1	3227	1	18162
alzheimers	302984766	2.253333	.001859	.000825	6	3227	15	18162
amandalacount	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
amazonlaborunion	45379403	5.618181	.000309	.000055	1	3227	1	18162
amazonmusic	1471037967926018051	5.633333	.001859	.000330	6	3227	6	18162
amberheard	614600545	2.252727	.001239	.000550	4	3227	10	18162
amberturd	29447428	1.876767	.000929	.000495	3	3227	9	18162
ambrrrrrradorbridge	302984766	1.404545	.000309	.000220	1	3227	4	18162
ambrrrrrradorbridgeblockade	302984766	.937878	.000619	.000660	2	3227	12	18162
ambushedbycake	29447428	5.618181	.000309	.000055	1	3227	1	18162
ambushedwithacake	29447428	5.618181	.000309	.000055	1	3227	1	18162
america	45379403	.803896	.000619	.000770	2	3227	14	18162
americacompetes	1921951394	5.631818	.001239	.000220	4	3227	4	18162
american	45379403	2.503030	.001239	.000495	4	3227	9	18162
americanidol	614600545	5.630303	.000929	.000165	3	3227	3	18162
amirlocke	614600545	2.414285	.001859	.000770	6	3227	14	18162
amman	29447428	2.809090	.000309	.000110	1	3227	2	18162
amnesty	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
andover	29447428	5.627272	.000619	.000110	2	3227	2	18162
andrewwhitworth	614600545	5.618181	.000309	.000055	1	3227	1	18162
animalabuse	1387010761994682371	.936363	.000309	.000330	1	3227	6	18162
anitahill	940778288871542786	3.751515	.000619	.000165	2	3227	3	18162
annakaren	29447428	5.618181	.000309	.000055	1	3227	1	18162
annanetrebko	45379403	5.618181	.000309	.000055	1	3227	1	18162
annediamond	29447428	5.627272	.000619	.000110	2	3227	2	18162
anonymous	2886667320	.618961	.003408	.005506	11	3227	100	18162
antanddec	29447428	5.618181	.000309	.000055	1	3227	1	18162
antiasian	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
antifa	940778288871542786	1.607792	.000619	.000385	2	3227	7	18162
antilynchingact	1308267623327518725	1.404545	.000309	.000220	1	3227	4	18162
antirefugeebill	578601744	.802597	.000309	.000385	1	3227	7	18162
antisemite	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
antisemitic	1308267623327518725	3.218181	.001239	.000385	4	3227	7	18162
antisemitism	1308267623327518725	2.906213	.004958	.001706	16	3227	31	18162
antivaxxers	1387010761994682371	1.359022	.002169	.001596	7	3227	29	18162
antiwar	45379403	1.760227	.001549	.000880	5	3227	16	18162
antoniobrown	614600545	5.618181	.000309	.000055	1	3227	1	18162
anxiety	45379403	1.123636	.000309	.000275	1	3227	5	18162
ao2022	302984766	.468181	.000309	.000660	1	3227	12	18162
aopresscon	302984766	5.618181	.000309	.000055	1	3227	1	18162
apartheid	578601744	2.503030	.001239	.000495	4	3227	9	18162
apartheidisrael	578601744	.802597	.000309	.000385	1	3227	7	18162
appleevent	1921951394	5.627272	.000619	.000110	2	3227	2	18162
apprentice	29447428	3.378181	.000929	.000275	3	3227	5	18162
april9	86010091	5.618181	.000309	.000055	1	3227	1	18162
aprilfoolsday	1921951394	2.250909	.000619	.000275	2	3227	5	18162
arabic	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
aramco	29447428	3.751515	.000619	.000165	2	3227	3	18162
aramco_oil	29447428	5.618181	.000309	.000055	1	3227	1	18162
architecture	118166719	2.809090	.000309	.000110	1	3227	2	18162
archivalfootage	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
arctic	118166719	1.123636	.000309	.000275	1	3227	5	18162
argo	1921951394	5.618181	.000309	.000055	1	3227	1	18162
arizona	940778288871542786	.702272	.000309	.000440	1	3227	8	18162
armagedon	45379403	5.618181	.000309	.000055	1	3227	1	18162
armeniangenocide	578601744	1.404545	.000309	.000220	1	3227	4	18162
armeniangenocideremembranceday	578601744	5.618181	.000309	.000055	1	3227	1	18162
army	578601744	2.809090	.000309	.000110	1	3227	2	18162
arrestginnithomas	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
arrestrandyhillier	302984766	3.380000	.001859	.000550	6	3227	10	18162
arrestwillsmith	614600545	5.618181	.000309	.000055	1	3227	1	18162
art	45379403	1.184512	.001239	.001046	4	3227	19	18162
artists	45379403	2.809090	.000309	.000110	1	3227	2	18162
artistsfornuclearwar	45379403	5.618181	.000309	.000055	1	3227	1	18162
artlovers	2886667320	5.618181	.000309	.000055	1	3227	1	18162
artloversaustralia	2886667320	5.618181	.000309	.000055	1	3227	1	18162
artwork	2886667320	1.872727	.000309	.000165	1	3227	3	18162
ashishjjha	45379403	5.618181	.000309	.000055	1	3227	1	18162
ashrae	118166719	3.751515	.000619	.000165	2	3227	3	18162
ask777	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
asklatto	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
askpreet	1921951394	5.630303	.000929	.000165	3	3227	3	18162
astrazeneca	29447428	1.535537	.000929	.000605	3	3227	11	18162
athens	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
atpcup	302984766	5.627272	.000619	.000110	2	3227	2	18162
attack	86010091	2.809090	.000309	.000110	1	3227	2	18162
auntysunny	614600545	5.618181	.000309	.000055	1	3227	1	18162
auschwitz	1308267623327518725	1.125317	.003098	.002753	10	3227	50	18162
auschwitzbirkenau	45379403	5.618181	.000309	.000055	1	3227	1	18162
ausopen	302984766	1.023678	.001859	.001816	6	3227	33	18162
auspol	2886667320	.247231	.021072	.085232	68	3227	1548	18162
australia	2886667320	1.547683	.003408	.002202	11	3227	40	18162
australian	1387010761994682371	1.875757	.000619	.000330	2	3227	6	18162
australianopen	302984766	1.872727	.000309	.000165	1	3227	3	18162
australianopen2022	302984766	1.872727	.000309	.000165	1	3227	3	18162
australiapm	2886667320	2.809090	.000309	.000110	1	3227	2	18162
austria	578601744	.702272	.000309	.000440	1	3227	8	18162
ausvotes	2886667320	.099574	.001239	.012443	4	3227	226	18162
ausvotes2022	2886667320	.095274	.000619	.006497	2	3227	118	18162
autism	302984766	1.607792	.000619	.000385	2	3227	7	18162
avocados	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
awake	1387010761994682371	5.630303	.000929	.000165	3	3227	3	18162
awardsseason	29447428	5.618181	.000309	.000055	1	3227	1	18162
awayday	29447428	5.618181	.000309	.000055	1	3227	1	18162
awkwafina	45379403	5.618181	.000309	.000055	1	3227	1	18162
awkward	1921951394	2.809090	.000309	.000110	1	3227	2	18162
azov	45379403	1.250505	.000619	.000495	2	3227	9	18162
azovbattalion	45379403	1.875757	.000619	.000330	2	3227	6	18162
ba2	45379403	1.688692	.007437	.004404	24	3227	80	18162
ba2121	2886667320	5.618181	.000309	.000055	1	3227	1	18162
ba2variant	45379403	1.005191	.001549	.001541	5	3227	28	18162
ba304	29447428	5.627272	.000619	.000110	2	3227	2	18162
babynyar	1308267623327518725	1.123636	.000309	.000275	1	3227	5	18162
backtonormal	86010091	1.404545	.000309	.000220	1	3227	4	18162
badrrrrrrwomen	302984766	5.618181	.000309	.000055	1	3227	1	18162
baghdad	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
bahrain	1308267623327518725	2.813636	.000619	.000220	2	3227	4	18162
baldysbreakdowns	29447428	5.618181	.000309	.000055	1	3227	1	18162
baltic	45379403	2.809090	.000309	.000110	1	3227	2	18162
bankofcanada	302984766	5.618181	.000309	.000055	1	3227	1	18162
bannedbook	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
banrussiafromswift	578601744	1.406818	.000619	.000440	2	3227	8	18162
banspotify	578601744	5.618181	.000309	.000055	1	3227	1	18162
barbiexbaby	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
barbz	1471037967926018051	5.008080	.002479	.000495	8	3227	9	18162
barrycryer	29447428	5.618181	.000309	.000055	1	3227	1	18162
bashtanka	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
bayofquinte	302984766	2.809090	.000309	.000110	1	3227	2	18162
bbc	29447428	.608247	.001239	.002037	4	3227	37	18162
bbcbreakfast	29447428	.691204	.002169	.003138	7	3227	57	18162
bbceyeinvestigations	578601744	5.618181	.000309	.000055	1	3227	1	18162
bbcnews	45379403	1.688673	.002788	.001651	9	3227	30	18162
bbcpapers	29447428	1.941102	.003098	.001596	10	3227	29	18162
bbcqt	29447428	.371057	.001859	.005010	6	3227	91	18162
bbcquestiontime	29447428	5.618181	.000309	.000055	1	3227	1	18162
bbcscotland	29447428	5.618181	.000309	.000055	1	3227	1	18162
bbmzansi	1471037967926018051	5.627272	.000619	.000110	2	3227	2	18162
bc	86010091	.468181	.000309	.000660	1	3227	12	18162
bccrss	1387010761994682371	2.686274	.013015	.004845	42	3227	88	18162
bced	804582780298412032	.511698	.001859	.003633	6	3227	66	18162
bcpoli	804582780298412032	.113088	.001239	.010956	4	3227	199	18162
bcsshame	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
bcsta22	118166719	5.618181	.000309	.000055	1	3227	1	18162
bds	578601744	.750303	.000619	.000825	2	3227	15	18162
beaarthur	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
beach	29447428	2.813636	.000619	.000220	2	3227	4	18162
beaches	29447428	2.809090	.000309	.000110	1	3227	2	18162
beachlife	29447428	2.503030	.001239	.000495	4	3227	9	18162
beadonormonth	302984766	5.618181	.000309	.000055	1	3227	1	18162
beats	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
beatstars	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
beatthechasers	29447428	5.618181	.000309	.000055	1	3227	1	18162
beautiful	302984766	1.123636	.000309	.000275	1	3227	5	18162
beautifulbird	45379403	5.618181	.000309	.000055	1	3227	1	18162
bebececewinans	614600545	5.618181	.000309	.000055	1	3227	1	18162
because_its_2015	302984766	5.618181	.000309	.000055	1	3227	1	18162
bee	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
beehelpers	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
beekeeper	2886667320	2.809090	.000309	.000110	1	3227	2	18162
beekeepers	1387010761994682371	5.630303	.000929	.000165	3	3227	3	18162
beekeeping	1387010761994682371	3.751515	.000619	.000165	2	3227	3	18162
bees	1387010761994682371	1.563067	.001549	.000991	5	3227	18	18162
beijing2022	302984766	1.509968	.003408	.002257	11	3227	41	18162
bekind	29447428	.865734	.000619	.000715	2	3227	13	18162
belarus	578601744	.832096	.005268	.006331	17	3227	115	18162
belarusian	578601744	.432167	.000309	.000715	1	3227	13	18162
belfast	29447428	2.250909	.000619	.000275	2	3227	5	18162
belgrade	578601744	1.872727	.000309	.000165	1	3227	3	18162
